price,accommodates,bedrooms,bathrooms,cleaning_fee,availability_90_days,district,host_respons_time,host_response_rate,host_superhost,host_listings_count,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,kitchen,tv,coffe_machine,dishwasher,terrace,bathtub
33,2,1,2,15,29,Mitte,within a day,80,no,3,10,9,9,9,9,9,yes,no,yes,yes,no,no
90,4,1,1,40,44,Pankow,within an hour,100,yes,1,10,10,10,10,9,9,yes,yes,yes,no,yes,yes
60,2,1,1,20,0,Marzahn - Hellersdorf,within an hour,100,yes,1,10,10,10,10,9,10,yes,yes,yes,yes,yes,no
35,2,1,1,10,0,Mitte,within an hour,100,no,2,10,9,10,10,9,9,yes,yes,yes,no,yes,no
50,3,1,1,27,75,Charlottenburg-Wilm.,within a few hours,90,no,1,9,10,10,10,10,8,yes,yes,yes,no,no,no
80,2,1,1,10,2,Pankow,within a few hours,100,yes,1,10,10,10,10,10,10,yes,yes,no,no,no,no
189,7,2,2,70,71,Mitte,within an hour,100,no,13,9,9,10,9,9,9,yes,yes,yes,yes,yes,yes
25,1,1,1,10,44,Reinickendorf,within a day,100,yes,1,10,10,10,10,9,10,yes,no,yes,yes,yes,no
30,4,2,1,25,0,Mitte,within a few hours,100,no,1,9,8,10,9,9,9,yes,no,yes,yes,no,no
80,4,1,1,20,74,Neukölln,within an hour,100,no,1,9,9,10,10,9,9,yes,yes,yes,no,no,yes
45,2,1,1,20,15,Friedrichshain-Kreuzberg,within an hour,90,no,3,10,10,10,10,10,10,yes,no,yes,yes,yes,no
29,2,1,1,0,0,Tempelhof - Schöneberg,within an hour,96,no,2,10,10,10,10,10,10,yes,yes,yes,no,no,no
100,3,1,1,0,22,Friedrichshain-Kreuzberg,within a day,100,no,1,9,9,10,9,9,9,yes,no,yes,yes,yes,no
149,4,1,1,50,55,Tempelhof - Schöneberg,within an hour,100,no,9,9,9,9,9,10,9,yes,yes,yes,no,no,no
50,2,1,1,12,0,Pankow,within an hour,100,no,1,10,10,10,10,10,10,yes,no,no,no,no,no
38,2,1,1,15,79,Lichtenberg,within an hour,100,yes,2,10,10,10,10,9,10,no,no,yes,yes,no,no
99,5,1,1,36,86,Pankow,within an hour,100,yes,1,10,10,10,10,10,9,yes,no,no,no,no,yes
70,2,1,1,50,0,Neukölln,within an hour,100,yes,0,10,10,10,10,10,9,yes,no,no,no,yes,no
100,2,1,1.5,0,0,Lichtenberg,within an hour,100,yes,1,10,10,10,10,9,9,yes,yes,yes,yes,no,no
90,3,1,1.5,50,57,Neukölln,within a few hours,100,yes,3,10,9,10,10,10,9,yes,no,yes,no,no,no
24,1,1,1,14,18,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,no,no,yes,yes,no,no
35,1,1,1,25,0,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,no,no
24,2,1,1,15,28,Neukölln,within an hour,100,no,1,10,10,10,10,10,9,yes,no,no,no,no,no
30,1,1,1,0,8,Mitte,within an hour,100,no,2,10,10,10,10,9,9,yes,no,no,yes,yes,yes
49,2,1,1,39,83,Friedrichshain-Kreuzberg,within an hour,100,no,1,9,10,10,10,10,9,yes,yes,yes,no,no,no
200,9,3,1,50,67,Pankow,within an hour,100,no,6,10,9,10,10,9,10,yes,yes,yes,no,no,no
126,6,2,1,65,65,Charlottenburg-Wilm.,within a day,86,no,4,10,10,9,10,10,9,yes,yes,yes,no,no,no
95,2,1,1,200,7,Mitte,within an hour,100,no,4,10,10,9,10,10,9,yes,yes,yes,yes,yes,no
89,2,1,1,0,0,Treptow - Köpenick,within a day,100,yes,1,10,10,10,10,9,10,yes,yes,yes,no,no,no
66,4,1,1,40,86,Friedrichshain-Kreuzberg,within an hour,100,no,3,10,10,10,10,10,9,yes,yes,yes,no,no,no
99,4,2,1,45,18,Mitte,within a day,100,no,1,10,10,10,10,10,9,yes,no,no,no,no,no
25,2,1,1,10,39,Pankow,within a few hours,90,yes,1,10,10,10,10,10,10,yes,no,no,no,no,no
120,2,2,1,45,0,Friedrichshain-Kreuzberg,within a day,100,no,1,10,10,10,10,10,10,yes,no,yes,no,yes,no
35,3,1,1,20,12,Neukölln,within a few hours,100,no,1,10,10,10,10,10,10,yes,no,no,no,no,no
110,4,3,1,55,15,Neukölln,within a day,100,no,2,9,9,9,10,9,9,yes,no,no,no,no,no
50,3,1,1,20,73,Friedrichshain-Kreuzberg,within an hour,100,no,1,9,7,9,8,9,8,yes,no,no,no,no,no
35,2,1,1,25,0,Neukölln,within an hour,100,no,1,10,10,10,10,9,10,yes,yes,no,no,no,no
100,3,1,1,60,12,Friedrichshain-Kreuzberg,within a day,57,no,1,10,10,9,10,10,10,yes,yes,no,no,no,no
70,2,1,1,20,0,Pankow,within a few hours,67,no,1,10,9,9,10,9,10,yes,no,no,no,yes,no
40,3,1,1,20,89,Tempelhof - Schöneberg,within a few hours,90,no,1,9,9,10,9,10,9,yes,no,yes,yes,no,no
39,2,1,1,0,5,Pankow,within a few hours,100,no,1,10,8,9,10,9,9,yes,no,yes,yes,no,no
58,2,1,1,0,61,Charlottenburg-Wilm.,a few days or more,38,no,1,8,9,10,10,9,9,yes,yes,yes,no,no,no
45,2,1,1,20,76,Reinickendorf,within an hour,100,yes,1,10,9,10,10,9,10,yes,yes,no,yes,yes,no
85,2,1,1.5,20,60,Tempelhof - Schöneberg,within a day,80,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
95,2,1,1,0,5,Pankow,within a few hours,100,no,1,10,10,10,10,10,10,yes,no,no,yes,yes,yes
125,6,1,1,45,56,Friedrichshain-Kreuzberg,within an hour,100,yes,18,10,9,10,10,9,9,yes,no,yes,no,no,no
39,2,1,1,34,14,Charlottenburg-Wilm.,within a few hours,100,yes,1,10,9,10,10,10,9,yes,no,yes,no,no,no
100,3,2,1,40,74,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,no,no
69,2,1,1,40,88,Friedrichshain-Kreuzberg,within an hour,100,no,5,9,9,10,9,10,9,yes,no,yes,no,no,no
20,2,1,1,14,1,Lichtenberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,no,yes,no
164,4,2,1.5,48,63,Charlottenburg-Wilm.,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
50,4,1,1,30,0,Reinickendorf,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,no,yes,no,no
30,2,1,1,20,9,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,yes,no
299,10,4,1,60,73,Mitte,within an hour,100,no,1,9,10,10,9,10,9,yes,yes,yes,yes,no,no
50,4,1,1,15,5,Friedrichshain-Kreuzberg,within a day,100,no,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,yes
25,3,2,1,25,0,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,10,10,10,10,9,yes,yes,no,no,no,no
39,2,1,1,120,90,Friedrichshain-Kreuzberg,within an hour,87,no,15,9,8,8,8,9,7,yes,yes,no,no,no,no
35,2,1,1,20,79,Lichtenberg,within a day,60,no,1,8,6,7,7,8,8,yes,yes,yes,no,yes,no
170,2,1,1,60,42,Mitte,within an hour,100,yes,3,10,10,10,10,10,9,yes,yes,yes,yes,no,no
45,2,1,1,10,4,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,no,no
75,3,1,1,35,86,Pankow,within a few hours,92,no,3,9,9,9,9,10,9,yes,yes,no,yes,no,no
48,2,1,1,35,24,Tempelhof - Schöneberg,within an hour,100,no,5,9,8,10,10,10,9,yes,yes,yes,no,yes,no
29,2,1,1,0,35,Pankow,within an hour,100,yes,1,10,10,10,10,10,10,no,no,yes,yes,no,no
59,6,2,1,35,44,Friedrichshain-Kreuzberg,within an hour,100,no,3,10,10,10,10,9,9,yes,yes,no,no,no,no
60,2,1,1,0,16,Charlottenburg-Wilm.,within a few hours,100,no,0,10,9,10,10,10,10,yes,yes,no,no,no,no
66,2,1,1,40,89,Pankow,within an hour,100,yes,2,10,10,10,10,10,10,no,no,no,no,yes,no
288,14,4,3,70,58,Friedrichshain-Kreuzberg,within an hour,100,no,1,9,9,10,10,10,9,yes,yes,yes,no,no,no
89,4,0,1,40,90,Mitte,within an hour,97,no,24,9,9,10,10,10,9,yes,yes,no,yes,no,yes
70,2,1,1,40,37,Mitte,within a few hours,93,no,1,10,10,10,9,10,10,yes,yes,no,no,no,no
28,2,1,1,15,58,Friedrichshain-Kreuzberg,within a day,100,yes,2,10,10,10,10,10,10,yes,no,yes,no,yes,no
70,3,1,1,25,2,Mitte,within an hour,100,no,1,10,8,10,10,10,9,yes,no,no,no,no,no
23,2,1,1,0,30,Steglitz - Zehlendorf,within an hour,100,yes,1,10,10,10,10,9,10,yes,yes,yes,no,yes,no
80,2,0,1,25,12,Tempelhof - Schöneberg,within an hour,100,yes,1,10,9,10,10,10,9,yes,yes,yes,no,no,no
24,2,1,1,8,68,Neukölln,within an hour,100,no,1,9,7,9,9,10,9,yes,yes,yes,no,no,no
87,2,1,1,30,7,Treptow - Köpenick,within an hour,100,no,1,10,10,10,10,9,9,yes,yes,yes,yes,yes,no
35,2,1,1,12,80,Pankow,within an hour,100,yes,2,9,10,10,10,10,10,yes,no,no,no,no,no
29,2,1,1,30,29,Pankow,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,yes,no
29,2,1,1.5,20,90,Neukölln,within an hour,100,no,2,10,10,10,10,9,10,no,no,yes,yes,yes,no
90,4,1,1,30,7,Friedrichshain-Kreuzberg,within a few hours,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,no,no
46,2,1,1,10,1,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,no,yes,yes,no
50,2,1,1,30,84,Charlottenburg-Wilm.,within a few hours,100,no,4,10,10,10,10,10,9,no,yes,yes,no,no,no
42,3,1,1,0,0,Friedrichshain-Kreuzberg,within an hour,100,no,2,10,9,10,10,10,10,yes,yes,yes,no,no,no
27,2,1,1,30,32,Pankow,within an hour,100,no,5,9,9,10,10,9,9,yes,no,yes,yes,yes,no
39,2,1,1,15,14,Friedrichshain-Kreuzberg,within a day,100,no,1,10,10,10,10,10,10,yes,yes,yes,yes,no,no
82,6,2,2,50,9,Mitte,within an hour,100,no,1,8,8,9,8,8,8,yes,yes,yes,yes,no,no
45,2,1,1,0,0,Steglitz - Zehlendorf,within an hour,100,no,1,10,10,10,10,10,10,yes,yes,no,yes,no,no
35,2,1,1,35,41,Pankow,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,no,yes
40,4,2,1,15,46,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,10,no,no,yes,no,no,no
30,1,1,1,30,33,Friedrichshain-Kreuzberg,within an hour,88,yes,1,10,9,10,10,10,9,yes,yes,no,yes,no,yes
109,4,2,1,56,70,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,no,no
50,6,2,1,35,75,Neukölln,a few days or more,35,no,18,9,9,8,7,9,8,yes,no,no,no,no,no
69,2,1,1,50,82,Pankow,within an hour,100,no,2,9,9,9,10,8,8,yes,no,no,yes,yes,no
52,2,1,1,28,0,Neukölln,within an hour,100,no,1,10,10,10,10,10,9,yes,no,no,no,no,no
18,1,1,1,0,0,Pankow,within a few hours,88,no,2,10,9,10,10,9,10,yes,no,no,no,no,no
39,3,1,1,15,90,Friedrichshain-Kreuzberg,within a few hours,100,no,1,10,9,10,10,10,9,yes,no,yes,yes,no,no
28,2,1,1,15,13,Friedrichshain-Kreuzberg,a few days or more,0,no,1,10,9,9,10,10,10,yes,no,no,no,no,no
50,1,1,1,10,5,Mitte,within an hour,100,no,2,10,9,10,10,10,9,yes,no,no,no,no,no
65,3,0,1,0,69,Mitte,within an hour,100,yes,5,10,10,10,10,10,10,yes,yes,yes,no,no,no
69,4,1,1,30,60,Tempelhof - Schöneberg,within an hour,100,no,1,9,9,9,8,9,9,yes,no,no,no,no,no
100,4,2,2,40,1,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,no,yes,yes,no
45,2,1,1,35,77,Reinickendorf,within an hour,98,yes,12,10,10,10,10,9,10,yes,yes,no,no,no,no
25,2,1,1.5,0,0,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,8,10,10,10,9,yes,no,yes,no,no,no
75,3,1,1,45,2,Charlottenburg-Wilm.,within an hour,100,yes,7,10,10,10,10,10,9,yes,yes,no,no,no,no
25,2,1,1,12,75,Friedrichshain-Kreuzberg,within a day,100,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,yes
50,1,1,1,20,14,Neukölln,within a few hours,75,no,2,10,10,10,10,10,10,yes,no,no,no,no,no
70,4,2,1,35,0,Neukölln,within an hour,100,yes,2,10,10,10,10,9,9,yes,no,no,no,no,no
16,1,1,1,8,37,Friedrichshain-Kreuzberg,within an hour,100,yes,2,10,10,10,10,10,10,yes,yes,yes,no,no,no
32,2,1,1,20,0,Neukölln,within an hour,100,no,1,10,10,9,10,10,10,yes,no,yes,no,no,no
65,2,1,1,25,0,Friedrichshain-Kreuzberg,within an hour,100,yes,3,9,10,10,10,10,9,yes,no,yes,no,no,no
45,2,1,1,25,0,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,10,10,no,yes,yes,no,no,no
50,2,1,1,30,0,Neukölln,within a few hours,100,no,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,yes
66,4,1,1,40,87,Friedrichshain-Kreuzberg,within an hour,100,no,3,9,9,10,10,10,9,yes,yes,yes,yes,no,no
64,2,1,1.5,40,64,Mitte,within an hour,100,yes,7,10,9,10,10,10,9,yes,yes,yes,yes,yes,no
120,5,1,1,45,72,Mitte,within an hour,97,no,14,9,9,9,10,8,9,yes,yes,no,no,no,no
60,2,1,1,20,28,Neukölln,within a few hours,100,no,1,10,10,10,10,10,10,yes,no,no,yes,no,no
89,3,0,1,40,90,Mitte,within an hour,97,no,24,9,9,9,10,9,8,yes,yes,yes,no,yes,yes
40,2,1,1,10,22,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,9,10,10,10,9,yes,yes,yes,yes,yes,yes
70,4,1,1,30,0,Neukölln,within a day,100,no,1,10,10,10,10,10,9,yes,no,no,no,yes,no
22,2,1,1,0,0,Mitte,within an hour,100,no,2,10,9,10,10,10,10,yes,yes,no,no,no,no
129,6,2,1.5,25,65,Friedrichshain-Kreuzberg,within an hour,100,yes,2,10,10,10,10,10,9,yes,yes,yes,no,no,no
45,2,1,1,25,25,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
17,1,1,1,15,59,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,10,10,no,yes,yes,no,no,no
45,3,1,1,28,81,Charlottenburg-Wilm.,within an hour,100,yes,3,10,9,10,10,10,9,yes,yes,yes,yes,no,no
35,2,1,1,16,15,Charlottenburg-Wilm.,within an hour,100,no,2,9,10,10,9,10,9,yes,yes,yes,yes,no,no
62,2,1,1,15,16,Pankow,within an hour,100,yes,1,10,10,10,10,9,10,yes,no,yes,no,no,no
75,2,1,1,0,45,Mitte,within a day,80,yes,1,10,10,10,10,10,10,yes,yes,no,yes,no,no
30,1,1,1.5,8,0,Friedrichshain-Kreuzberg,within an hour,100,yes,2,10,10,10,10,10,10,no,no,no,no,no,no
50,2,1,1,0,6,Friedrichshain-Kreuzberg,within a few hours,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,no,no
75,2,1,1,70,21,Charlottenburg-Wilm.,within an hour,100,no,1,10,9,10,10,10,9,yes,no,no,no,no,no
49,2,1,1,15,8,Tempelhof - Schöneberg,within an hour,100,no,1,10,10,10,10,10,10,yes,yes,no,no,yes,no
45,3,1,1,30,16,Friedrichshain-Kreuzberg,within a day,100,no,1,10,9,10,10,9,9,yes,yes,no,no,no,no
30,2,1,1,0,35,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,10,10,10,10,10,yes,yes,yes,no,no,no
40,2,1,1,15,18,Charlottenburg-Wilm.,within a few hours,89,no,1,8,9,10,9,9,8,yes,no,no,no,no,no
42,2,0,1,5,57,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,10,9,yes,yes,yes,no,no,no
120,6,2,1.5,40,90,Friedrichshain-Kreuzberg,within a few hours,100,no,3,9,9,10,9,10,9,yes,yes,no,no,no,no
32,3,1,0.5,12,90,Tempelhof - Schöneberg,within an hour,100,yes,5,9,10,9,10,10,9,no,no,yes,no,no,yes
35,2,1,1,42,89,Mitte,within a few hours,100,no,4,9,9,10,10,9,8,yes,no,no,no,no,no
50,2,1,1,10,19,Neukölln,within an hour,100,no,1,10,9,10,10,10,9,yes,no,yes,yes,yes,no
20,1,1,1,20,12,Friedrichshain-Kreuzberg,within a few hours,100,no,1,10,10,10,10,10,10,yes,no,yes,yes,yes,no
109,5,1,1,55,66,Friedrichshain-Kreuzberg,within an hour,100,no,4,10,9,10,10,10,9,yes,yes,yes,no,no,no
119,4,2,1,25,35,Pankow,within an hour,100,no,2,9,8,9,9,10,9,yes,yes,yes,yes,no,yes
59,3,1,1,45,89,Charlottenburg-Wilm.,within a few hours,70,no,1,10,10,10,10,10,9,yes,yes,yes,yes,yes,no
47,2,1,1,40,7,Friedrichshain-Kreuzberg,within an hour,100,yes,2,10,10,10,10,10,10,yes,no,yes,yes,no,no
100,4,1,1,30,0,Friedrichshain-Kreuzberg,within an hour,100,no,1,9,8,10,10,10,9,yes,no,no,no,no,no
45,2,1,1,20,88,Friedrichshain-Kreuzberg,within a day,100,yes,1,10,9,10,10,10,10,yes,no,no,no,no,no
35,2,1,1,0,43,Neukölln,within a day,90,yes,1,10,10,10,10,9,10,yes,no,no,yes,no,no
99,4,1,1,25,0,Lichtenberg,within an hour,100,no,1,10,8,10,10,9,9,yes,yes,yes,no,yes,no
39,4,1,1,20,23,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,9,no,no,no,no,yes,no
88,6,4,1,60,0,Friedrichshain-Kreuzberg,within an hour,100,no,2,10,9,10,10,9,9,yes,no,yes,no,no,yes
55,2,1,1.5,25,32,Mitte,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,no,no
86,8,2,1.5,65,0,Mitte,within an hour,100,no,2,9,9,10,10,9,8,yes,yes,yes,no,no,no
75,4,1,1,30,42,Pankow,within an hour,94,no,1,10,9,10,10,10,9,yes,no,no,yes,yes,no
105,4,1,1,50,49,Tempelhof - Schöneberg,within a few hours,100,yes,2,10,10,10,10,10,10,yes,no,no,no,no,no
60,2,1,1,10,0,Friedrichshain-Kreuzberg,within an hour,100,no,2,10,10,10,10,10,10,yes,no,no,no,no,no
45,4,2,1,30,3,Mitte,within a few hours,100,no,1,10,8,9,10,10,9,yes,no,no,no,yes,no
95,5,2,1,49,38,Charlottenburg-Wilm.,within an hour,100,yes,1,10,10,10,10,9,9,yes,yes,yes,yes,yes,yes
129,4,1,1,30,34,Pankow,within an hour,100,yes,2,10,10,10,10,9,9,yes,yes,no,no,no,no
60,2,1,1,65,0,Steglitz - Zehlendorf,within a few hours,100,yes,2,10,10,10,10,10,10,yes,yes,no,no,no,no
44,2,1,1,8,14,Mitte,within an hour,100,no,1,10,9,10,10,9,10,yes,no,no,no,no,no
125,6,2,1,15,64,Friedrichshain-Kreuzberg,within an hour,100,no,2,9,8,9,9,9,8,yes,yes,no,no,no,no
25,4,1,1,39,57,Charlottenburg-Wilm.,within a few hours,90,yes,2,10,9,10,10,10,10,yes,no,no,yes,yes,no
30,4,1,1,15,5,Neukölln,within an hour,100,no,3,10,10,10,10,10,10,yes,no,no,no,no,no
35,2,1,1,0,12,Lichtenberg,within a few hours,100,no,1,10,9,10,10,9,9,yes,yes,yes,no,no,yes
27,1,1,1,0,0,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,9,10,yes,no,yes,no,yes,no
35,3,2,1,30,62,Friedrichshain-Kreuzberg,within an hour,80,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
40,2,1,1,5,81,Friedrichshain-Kreuzberg,within a few hours,90,yes,2,10,10,10,10,9,10,yes,no,yes,yes,no,no
179,6,3,2,60,37,Neukölln,within an hour,100,yes,9,10,10,9,10,9,9,yes,yes,yes,yes,yes,no
12,2,1,1,5,45,Mitte,within an hour,100,no,2,9,9,10,10,9,9,yes,no,yes,no,no,no
40,2,1,1,20,0,Friedrichshain-Kreuzberg,within a few hours,100,no,1,9,9,9,10,10,9,yes,no,yes,yes,no,yes
35,2,1,1,30,31,Neukölln,within an hour,100,no,2,10,10,10,10,9,10,yes,yes,yes,yes,yes,no
59,2,1,1,10,86,Treptow - Köpenick,within a few hours,100,yes,1,10,10,10,10,10,9,yes,yes,yes,yes,yes,yes
75,4,1,1.5,47,10,Pankow,within an hour,100,no,1,10,9,10,10,9,9,yes,yes,yes,yes,yes,no
50,2,1,1,5,5,Neukölln,within an hour,90,no,1,10,10,10,10,10,10,yes,no,no,no,no,no
19,1,1,1,0,14,Steglitz - Zehlendorf,within an hour,100,no,1,10,9,10,10,9,10,yes,no,no,no,no,no
60,2,1,1,50,90,Pankow,within a day,100,no,1,10,10,9,9,9,9,yes,yes,no,yes,yes,no
68,2,1,1,30,66,Pankow,within an hour,100,yes,1,10,10,10,10,10,9,yes,yes,no,no,no,no
90,4,2,2,50,80,Spandau,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,no,no,no
28,2,1,1,20,0,Mitte,within an hour,100,no,1,10,10,10,10,10,9,yes,no,yes,yes,yes,no
154,5,2,1,62,61,Mitte,within a day,100,yes,5,9,10,10,10,9,9,yes,yes,yes,yes,no,no
48,2,1,1,0,10,Neukölln,within a day,100,no,1,10,10,10,10,9,10,yes,no,no,no,no,no
48,2,1,1,25,56,Friedrichshain-Kreuzberg,within a day,100,yes,2,10,10,10,10,10,10,yes,no,yes,yes,yes,no
25,2,1,1,12,57,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,8,10,10,10,9,yes,yes,yes,no,no,no
65,3,1,1,30,23,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,no,no,no,no
100,5,2,1,50,74,Mitte,within an hour,100,no,9,8,8,9,9,10,8,yes,yes,yes,yes,no,no
37,3,1,1,20,74,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,no,yes,no
90,4,1,1,20,56,Friedrichshain-Kreuzberg,within an hour,100,no,8,9,8,9,9,10,9,yes,yes,yes,no,no,no
40,2,0,1,15,0,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,10,10,10,10,9,yes,no,no,yes,yes,yes
99,4,1,1,36,74,Pankow,within an hour,100,yes,1,10,10,10,10,10,9,yes,no,yes,no,no,yes
30,1,1,1,15,63,Tempelhof - Schöneberg,within an hour,100,yes,1,10,9,10,10,9,10,no,no,no,yes,no,no
70,2,1,1,5,22,Friedrichshain-Kreuzberg,within a day,80,no,1,10,10,10,10,10,10,yes,no,no,no,no,no
33,2,1,1,0,54,Charlottenburg-Wilm.,within an hour,100,yes,1,10,10,10,10,10,10,no,no,no,no,no,no
46,2,0,1,50,12,Pankow,within a few hours,100,yes,4,10,9,10,10,10,8,yes,no,no,no,no,no
35,1,1,1.5,5,36,Pankow,within an hour,100,no,1,10,9,10,10,10,9,yes,no,yes,no,no,no
74,6,1,1,15,52,Charlottenburg-Wilm.,within an hour,100,no,1,8,9,9,9,10,8,yes,yes,yes,no,yes,yes
29,2,1,1,10,9,Friedrichshain-Kreuzberg,within an hour,100,no,2,9,9,10,10,10,9,yes,no,yes,no,no,no
45,2,1,1,15,0,Mitte,within an hour,100,no,2,10,10,10,10,9,10,yes,no,yes,yes,no,yes
50,2,1,1,15,67,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,9,10,9,yes,yes,yes,no,no,yes
80,2,2,1,35,2,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,9,10,10,10,9,yes,no,yes,no,no,no
70,3,1,1,25,24,Neukölln,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,yes,no
37,3,1,1,35,58,Reinickendorf,within an hour,98,yes,12,10,10,10,10,9,10,yes,yes,no,no,no,no
30,2,1,1,5,0,Friedrichshain-Kreuzberg,within a day,63,no,1,10,9,10,10,10,10,yes,no,no,no,no,no
149,4,1,1,40,56,Tempelhof - Schöneberg,within an hour,100,no,9,9,9,9,9,10,9,yes,yes,yes,no,no,no
50,4,2,1,10,0,Mitte,within an hour,100,no,2,9,9,10,10,9,9,yes,yes,yes,no,yes,no
55,2,1,1,0,38,Mitte,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,no,no,no
37,2,1,1,9,0,Tempelhof - Schöneberg,within an hour,100,no,3,10,8,10,10,10,10,yes,no,yes,no,no,no
75,5,2,1,60,0,Neukölln,within a day,100,no,1,10,10,9,10,10,10,yes,yes,yes,yes,yes,no
40,2,1,1,20,43,Mitte,within an hour,100,yes,2,10,9,10,10,10,10,yes,yes,yes,no,no,no
45,2,1,1,50,89,Tempelhof - Schöneberg,within an hour,100,no,1,10,9,10,9,10,9,yes,no,no,no,no,no
35,2,1,1.5,45,5,Charlottenburg-Wilm.,within an hour,100,yes,2,10,10,10,10,10,10,yes,yes,yes,yes,no,no
89,3,2,1,55,75,Pankow,within an hour,100,yes,2,10,10,10,10,9,9,yes,no,yes,yes,no,no
48,2,1,1,25,50,Mitte,within an hour,100,no,1,10,10,10,10,10,9,no,no,no,no,no,no
99,6,2,1,39,68,Pankow,within an hour,100,no,1,9,9,10,10,9,9,yes,yes,yes,no,yes,no
100,5,2,1,60,0,Tempelhof - Schöneberg,within an hour,100,yes,2,10,9,10,10,10,10,yes,yes,yes,yes,no,yes
25,2,1,1,30,34,Steglitz - Zehlendorf,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,yes,no
65,2,1,1,10,0,Friedrichshain-Kreuzberg,within an hour,100,yes,2,10,9,10,10,10,10,yes,no,yes,no,no,no
24,1,1,1,20,55,Neukölln,within an hour,100,no,1,10,10,10,9,8,9,yes,no,yes,no,no,no
80,2,1,1,40,51,Tempelhof - Schöneberg,within an hour,100,no,9,9,9,9,10,10,9,yes,yes,yes,no,no,no
25,2,1,1,15,39,Pankow,within an hour,100,no,4,10,9,10,10,10,10,no,no,no,no,no,no
99,4,1,1,36,67,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,9,yes,yes,yes,no,no,no
20,2,1,1,5,79,Lichtenberg,within an hour,100,no,2,10,8,10,10,10,9,yes,no,yes,no,yes,no
75,6,2,1,9,65,Mitte,within an hour,100,no,1,9,9,10,10,9,9,yes,no,yes,no,no,no
33,2,1,1,0,72,Steglitz - Zehlendorf,within an hour,100,no,1,10,9,10,10,10,9,yes,no,yes,no,no,yes
100,2,1,1,45,49,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,10,10,10,10,10,yes,yes,yes,yes,no,no
30,2,1,1,9,8,Treptow - Köpenick,within a few hours,100,yes,1,10,10,10,10,9,9,no,no,no,no,no,no
39,2,1,1,25,23,Mitte,within an hour,100,yes,4,10,9,10,10,10,10,no,no,yes,yes,no,no
120,6,2,1,35,53,Pankow,within an hour,100,yes,2,10,10,10,10,9,9,yes,yes,yes,yes,yes,no
36,2,1,1,15,0,Friedrichshain-Kreuzberg,within a few hours,100,yes,1,10,10,10,10,10,9,yes,no,yes,no,yes,no
39,2,1,1,5,0,Neukölln,within an hour,100,no,0,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
